,companyId,companyName,description,companyType,employeesCount,timestamp,ICP-conform
10,22841460,Sports Group Denmark A/S,"Sports Group Denmark designs, produces and distributes sportswear and leisurewear for men, women and children under one of our 15 brands.

Our clothes are Scandinavian designed and developed with focus on quality at the right price.

The company was founded in Ikast, Denmark in 2012.

Today we have offices all over Europe and China.
The clothes are sold in large sports chains and individual stores in more than 10 countries.",Sports,51-200 employees,2022-02-24T22:23:17.915Z,True
11,6381414,Videoly,"Videoly is the easiest way for online retailers to get hand-picked and automatically embedded product videos to online stores 🎥✨

🛒 For retailers

Videoly sources existing video content such as reviews, presentations, unboxing, how-tos, from YouTube and directly from brands. User-generated content is also covered. Videos are embedded directly to online stores’ product pages.

Before being linked to a product page, all videos are validated by a human viewer to ensure they’re suitable. 

🏷 For brands

Videoly ensures brands’ own videos are efficiently distributed to online retailers’ product pages. It lets brands take control of how and where their videos are shown and gets brand videos to exactly where they should be - next to the add-to-cart button on a reseller’s online store.



✅ Increased sales: Product videos increase conversion rate by an average of 34%.

✅ Enhanced customer experience: Increased video coverage gives consumers richer product information.

✅ SEO ranking: Consumers stay longer on pages with video, boosting time spent on site and Google hits.

✅ Zero hassle: Videoly is fully automated. We add thousands of videos without any manual work required from users.

✅ Replicate the in-store experience online: Nothing beats actually seeing a product in action.

✅ Reduced return rate: Through video, consumers are able to make more informed purchase decisions, thus lowering product returns.

✅ Keep control of your content: Videoly means your videos are shown in the optimal position on resellers’ pages.",Internet,11-50 employees,2022-02-24T22:23:17.915Z,False
12,10266547,NorthQ ApS,"NorthQ is a leading-edge PropTech company that delivers a wide range of building and energy management solutions for the real estate sector.

With in-house developed hardware, software and cloud products, NorthQ covers all the steps needed for the reduction of energy waste, CO2 emissions and operational inefficiency across any number of properties. 
With this ability to provide a 360°solution that follows the explicit needs of our customers, we continuously work towards transforming building data into valuable insights that drive savings.

NorthQ was awarded by the United Nations with the Sustainable Development Goals Tech Award in 2019, which was an international recognition that our solutions have the potential to leave a positive economic, social and environmental impact across industries. 

Since then we have been providing this mix of IoT, hardware, software, big data, machine learning and artificial intelligence which inspires our customers to understand exactly how their buildings are performing. In this way, companies can use their resources more responsibly- towards their business, communities and the environment.",Information Technology and Services,11-50 employees,2022-02-24T22:23:17.916Z,False
13,88594,Birger Christensen A/S,"INTRODUCING ROTATE
ROTATE is a brand from Birger Christensen, created in partnership with influencers and creative directors Jeanette Madsen and Thora Valdimarsdottir. Based in Copenhagen, Denmark, the brand has taken the world by storm with its fun and bold DNA translated into covetable pieces made for comfort and glamour.

The ROTATE brand is a response to Jeanette and Thora's musings over the gaps in their own wardrobes, designing the pieces that they dream of having in their closets for day and night alike.

www.rotatebirgerchristensen.com

INTRODUCING REMAIN
Copenhagen based brand REMAIN was founded in 2018 by CEO and Creative Director, Denise Christensen. Drawing influence from Christensen’s own life juggling both career and family, the design DNA is a two-way street of timeless key pieces made for the everyday with a bold and fashionable attitude. Cutting to the chase with its signature leather, on-point tailoring, and sleek design, REMAIN is straight-forward fashion translated into your urban uniform life.

www.remainbirgerchristensen.com",Luxury Goods & Jewelry,51-200 employees,2022-02-24T22:23:17.916Z,True
14,10353835,UMAGE,"Discover UMAGE (formerly known as VITA copenhagen) – a place where beautiful Danish furniture and lighting design meet the Scandinavian feel, high-quality materials and a genuine care for the environment.

UMAGE’s design are created with a focus on aesthetics, simplicity and functionality.

Our furniture and lamps are packed in compact gift boxes to optimize worldwide logistics and storage costs, thereby reducing the environmental footprint on our planet. Simple and sincere – the concept for a brighter future. That is UMAGE.",Design,11-50 employees,2022-02-24T22:23:21.546Z,True
15,66638,Aerocrine,"Aerocrine AB is a medical products company focused on improved management and care of patients with inflammatory airway diseases such as Asthma. Within this sector, Aerocrine is the world leader. Aerocrine markets NIOX MINO® and NIOX VERO®, , which enables fast and reliable point-of-care measurement of airway inflammation. These products play a critical role in more effective diagnosis, treatment and follow-up of patients affected with inflammatory airway diseases. Aerocrine is based in Sweden with subsidiaries in the US, Germany, Switzerland and the UK.  
In June 2015, Aerocrine became part of Circassia Pharmaceuticals plc.
For more information please visit www.aerocrine.com and www.niox.com.",Medical Devices,51-200 employees,2022-02-24T22:23:21.546Z,False
16,1146874,Simris Alg,"Simris Alg is a biotechnology company, engaged in research, development and production of bioactive substances from microalgae, for nutraceutical, cosmeceutical and pharmaceutical applications. Our technology provides access to bioactive substances with novel functions, while replacing unsustainable raw materials from endangered marine species and ecosystems. Our first commercialised range is a series of omega-3 health supplements marketed under our own Simris® brand.

Simris® Algae Omega-3 is Sweden’s first locally farmed, environmentally caring, ethical and fully plant-based marine omega-3 EPA & DHA. Simris® Algae Omega-3 is a superior and sustainable alternative to fish oil, boasting unparalleled product quality and outstanding product design.

We have received numerous awards for entrepreneurship, communication, engineering excellence, and environmental sustainability, as well as attention from international and Swedish press. Our vision is to be a beacon for positive change in business. 

Our headquarters and algae farm are located in Hammenhög, in Sweden’s sunny Österlen. Our commercial department is based in Stockholm. 

Simris Alg is a public company and our stock is traded on the Nasdaq First North stock exchange (FNSE:SIMRIS B)
",Biotechnology,11-50 employees,2022-02-24T22:23:21.546Z,True
17,9163565,RECCO,"RECCO AB produces and sells search technology for avalanche rescue and search and rescue operations in the outdoors. The technology was invented by Magnus Granhed, the founder and owner of RECCO AB, in the 1980s. Today the RECCO system is a global standard for avalanche rescue and is utilized by professional rescuers worldwide. The two-part technology consists of RECCO reflectors that are integrated into consumer products as apparel, helmets, protection gear, and boots. The RECCO® detectors are used by professional rescuers to search for and find people equipped with RECCO reflectors. As a global system RECCO AB works closely with rescuers from many different countries and distributes RECCO reflectors to outdoor brands worldwide.",Sporting Goods,11-50 employees,2022-02-24T22:23:21.546Z,True
18,3291449,Ingerfair,"Ingerfair er grundlagt i 2010, og lige siden har vi holdt fast i vores vision om, at arbejdet med frivillige skal anerkendes som en særlig faglighed. I 2012 udkom vores bog Frivilligkoordinering – hvorfor og hvordan? En grundbog i udvikling af bæredugtige frivilligmiljøer.
 
I dag er vi Danmarks største virksomhed, som udelukkende er specialiseret i at uddanne og rådgive foreninger, organisationer og kommunale institutioner i de redskaber, tilgange og spørgsmål, som knytter sig til arbejdet med frivillige.
Vores store styrke er, at vi arbejder på tværs af forskellige sektorer i den frivillige verden og inden for forskellige forvaltninger i og på tværs af kommuner.
 
Vi kender til de udfordringer og frustrationer som findes i arbejdet med frivillige – og vi har lavet løsningerne på disse i mange forskellige sammenhænge. Det hele starter med et uforpligtende kaffemøde med os.
_______________________________________________________________________________________

We specialise exclusively in educating and advising associations, organisations and councils in the tools, approaches and issues related to their work with volunteers. Our strengths are that we work across different sectors of the voluntary sector and within different council departments.
 
We know the challenges and frustrations that exist in the work of volunteers - and we've made solutions to those in many different contexts. It all starts with a free cup of coffee with us. We look forward to hearing from you.",Nonprofit Organization Management,1-10 employees,2022-02-24T22:23:21.546Z,False
19,3317718,MOOD Visuals,"MOOD is a Visual Development Studio that provides art & design services for the biggest companies in the games & film industry incl. Guerilla Games, Sony Santa Monica, Naughty Dog and LEGO.

With over 15 years of experience we have worked on such acclaimed titles as GOD OF WAR, JUST CAUSE 4 and HITMAN.

We collaborate with our clients in every part of the creative process from concept development and idea creation to production design and marketing visuals.

MOOD also creates original content and produces and publishes its own cinematic novels.",Computer Games,11-50 employees,2022-02-24T22:23:21.546Z,False
20,25047948,R/H Studio,"Made for women, by women, in all their glorious shapes and ages. R/H collections represent a unique collage of Nordic minimalism, captivating prints, practical, feminine cuts and a certain spirit of northern, forest magic, all of which come together to create effortless, easy-to-wear pieces that will last well beyond this season's trends.

Hanna Riiheläinen and Emilia Hernesniemi founded R/H in 2010, in Helsinki Finland, after working in different areas of fashion and design. Through a diverse and international experience, both women came to understand the value of a local production practice, which became the operative principle of the company.

Our clothes and accessories are designed in Finland, raw materials are sourced and manufactured in European Union. We believe that this local, sustainable practice is essential for well-being. 

The collections are sold in our R/H Shop in Helsinki, online and through selected stockists in Europe.",Apparel & Fashion,1-10 employees,2022-02-24T22:23:21.546Z,True
21,11060710,Elsa & Rose,"Born out of a swimwear obsessed founder in an office in Stockholm, Sweden, Elsa & Rose Swimwear has now reached endless customers around the globe. Today, our teams are based in Stockholm and California. 

Inspired by the beach culture of the American west coast, our designs are the perfect balance of cute and sexy. 

We believe in healthy, no matter what body shape you have. Before casting each model, we make sure that she is healthy and eating normally. Working only with healthy models is something that is fundamental to our core beliefs. 

Spreading the love of swimwear starts with spreading the love of your own body. That is also why we donate to international foundations against eating disorders. For more info, don't hesitate to send us an email. 

Love

/Elsa & Rose Team",Design,11-50 employees,2022-02-24T22:23:21.547Z,True
22,10795942,Ro Collection,"Ro Collection is the courage to set the bar high and to transform imaginative emotions into aesthetic design that creats value in our lives. 
All the objects serve a functional purpose that appeals to our aesthetic sense, while simultaneously providing a long lasting perspective. 

All pieces are designed in Denmark and the creative process is grounded by handcraft in small workshops. We support European production and always ensure the highest quality on every product. We work with family owned workshops, where talented and skilled craftsmen have refined their technique for years. 

We never compromise with our values and therefore design everything from scratch in a thorough process - creating designs that doesn't suit a trend but will keep being classic and last for generations. 

Ro Collection work with different materials such as ceramic, wood and mouth blown glass. Every piece telling a different story and that they are made by hand. 

",Design,1-10 employees,2022-02-24T22:23:21.547Z,False
23,11453936,myselfie,Tag sjove billeder til din fest. Skab glæde og minder.,Photography,1-10 employees,2022-02-24T22:23:21.547Z,False
24,18815880,Venner Nutrition,"Venner is a nutrition and food education startup tackling the global epidemics of food insecurity, obesity and wellbein",Food & Beverages,1-10 employees,2022-02-24T22:23:21.547Z,False
25,33183451,Weekendbee - Sustainable Sportswear,"Weekendbee.com is an e-tailer and community specialized in sustainable outdoor clothing and activewear. Weekendbee is a Finnish family company established in 2018. We want to make sustainable sportswear with eco-friendly materials and ethical production more popular choice. We work with sustainable clothing brands, products, and services that we believe has a positive effect on this world. No greenwashing but real effort.",Sporting Goods,1-10 employees,2022-02-24T22:23:21.547Z,True
26,2910163,LSV Group A/S,"LSV Group har specialiseret sig i rådgivning og uddannelse inden for procesoptimering. Ved at kombinere filosofien bag LEAN og Six Sigma, advokerer LSV Group for et optimeringskoncept, der maksimerer produktivitet, lønsomhed og vækst – ved at reducere fejl, tid og spild i en proces.

LSV Group er den eneste virksomhed i Skandinavien, der er akkrediteret og certificeret af The International Association for Six Sigma Certification (IASSC) og People Cert Group.",Management Consulting,1-10 employees,2022-02-24T22:23:25.040Z,False
27,17999958,by KlipKlap,"A Multifunctional Fairytale

There once was a Danish mother, who wished for more comfortable settings while interacting with her baby boy during tummy time. However, she found that the bed was too soft, the floor was too hard, and there was something not quite right about all the surfaces she tried. No suitable underlay was pleasant enough to lie on for both her and her baby. Finally, she decided to design her own playmat and not only did it solve her problem, it also turned out to be a great tool for stimulating her son’s motor development and a way of strengthening their mutual bond.  It became so popular amongst her friends and family, that she soon found herself producing duplicates of the design. From there, it did not take long before she realised the potential of this versatile piece of furniture, and that was the beginning of by KlipKlap’s multifunctional journey. 

Today, the original design has developed into a full range of products that are being distributed to children and their conscious parents worldwide. ",Design,1-10 employees,2022-02-24T22:23:25.040Z,True
28,11763464,Young Finnish Design,"Young Finnish Design connects designers and companies! 
We have :
-furniture designers
-product designers
-industrial designers
-fashion designers
-print designers
-textile designers
-UI & UX designers
-interior designers
-graphic designers
-service designers
.. and many more!",Furniture,1-10 employees,2022-02-24T22:23:25.040Z,False
29,15197248,Flowlife,"Flowlife skapades ur visionen att alla människor ska ha möjligheten att må bra, varje dag. Med hjälp av forskning och empirisk erfarenhet vet vi att en kombination av kost, träning och återhämtning gör att människan mår bättre och får mer energi. Genom att informera, utbilda och tillhandahålla innovativa egenvårdsprodukter ger vi dig de bästa förutsättningarna för att leva ett liv i Flow. Flowlife drivs av engagerade entreprenörer med bred akademisk bakgrund, som lägger sin fulla energi för att hitta de effektivaste och mest innovativa lösningarna för att du ska må bra!","Health, Wellness and Fitness",11-50 employees,2022-02-24T22:23:25.040Z,True
30,10479971,C A L I S S,"CALISS is a Stockholm based online lifestyle brand offering contemporary workwear for today's modern woman. The brand was officially launched online in 2014  to offer high-quality clothes with a contemporary, tailored and feminine aesthetics that are both travel friendly and designed for the work to evening wardrobe.

CALISS'​ vision centers around effortless style and the collection consists of modern still timeless pieces that can easily be combined to facilitate the life of today's busy woman on the go. ",Retail,1-10 employees,2022-02-24T22:23:25.040Z,True
31,9307388,Committee XXIV,"Sustainable fashion brand house.

A committee is defined as a group of delegates dedicated to considering, investigating and acting on a particular matter.

The matter at hand for Committee XXIV is to create a new platform for slower and more thoughtfully and ethically manufactured fashion. Behind the boutique fashion group you will find founder Henriette Pieszak and a team of specialists committed to researching, testing and innovating to achieve their joint vision in close collaboration with hand-picked suppliers.

Today Committee XXIV counts the three specialized denim ateliers: Pieszak, IVY Copenhagen, and Tomorrow. With Pieszak being the first brand to receive the Nordic Swan Ecolabel, we consider ourselves pioneers in sustainable fashion. And although sustainability can be an uphill battle it is a fast-developing area, where our focus through more than ten years keeps paying off.

Craft is at the heart of everything we do. With every decision we make, we focus on details and honor aesthetics. Every well-fitting garment is in the end, put on by a satisfied customer. To us, craft means constructing garments that accentuate and fit real bodies. It means choosing high-quality fabrics. Not just some of the time, but every single time. The best kind of fashion happens when beauty is backed up by functionality.",Apparel & Fashion,11-50 employees,2022-02-24T22:23:25.040Z,False
32,10403371,Ebba Biotech,"Ebba Biotech provides tools for optotracing – an innovative visualization method developed by scientists for scientists.

Optotracing as a method has been developed by a team of researchers from Karolinska Institute, KTH Royal Institute of Technology and Linköping University in Sweden and is a result of many years of cutting-edge nanoscience and organic chemistry research.

Use our optotracers/fluorescent tracer molecules to search, detect and visualise macromolecular structures; we offer three product families:

Amytracker – Amyloids and other protein aggregates.
For researchers and physicians to gain a deeper understanding of many neurodegenerative disorders, including Alzheimer’s disease.

EbbaBiolight – Bacteria & biofilm.
For hospitals and microbiology laboratories, as well as in industry with high demands to detect bacterial contamination and biofilm formation.

Carbotrace – Composition of bio-based materials.
For detailed and specific anatomical mapping of plants to fully understand their composition. For analysis of polysaccharides for optimization of production and/or recycling of any bio-based material including bio-fuels.",Biotechnology,1-10 employees,2022-02-24T22:23:25.041Z,True
33,10613102,Wiral,"We push the boundaries of the film and camera industry, by empowering the new generation of filmmakers with better tools for content creation. 

Our first product is the Wiral LITE, the first ever portable, affordable and user friendly cable camera kit makes it easy to capture unique cinematic angles when filming. This product was launched on Kickstarter.com in October and during that 4 weeks campaign Wiral pre-sold for $1 million USD.",Consumer Electronics,1-10 employees,2022-02-24T22:23:25.041Z,True
34,10697490,World of TRE Oy Ltd.,"World of TRE, with a portfolio of 500+ design brands, is Finland’s largest platform for exporting and selling Nordic design. As a retail platform, World of TRE’s aim is to make Nordic lifestyle and happiness, as well as great Nordic design available globally. In the World of TRE’s strategy, the omnichannel shopping experience is the future and good design is for everyone.

The sales collection of furniture, fashion, and home decoration reflect the company’s values; good design, beauty,  and transparency. The carefully curated and unique but plentiful selection of brands include both well-known classics and new emerging designers. All designs are originals from well-known and awarded designers and are made to last a lifetime. 

The Finnish company works together with the best local partners to reach the right audience and top locations. World of TRE’s large portfolio of brands enables carefully curated offering for different locations and audiences.

Korea is World of TRE’s first international market. World of TRE’s first project in Korea was presenting 100 Finnish design companies in the TRE Christmas Market in Seoul in December 2017. At the moment, TRE has a shop in Dongdaemun Design Plaza mall (Salimteo) and in the fall, World of TRE is also opening an online store for the Korean market. 

In Japan, World of TRE will open a permanent store. TRE Store will be located in Metsä Village next to the world’s largest Moominvalley Park in Hanno, near Tokyo. 
",Retail,11-50 employees,2022-02-24T22:23:25.041Z,False
35,18675168,Unify Underwear Aps,"Unify Underwear is a Danish lingerie brand founded in 2017 by Alberte Simonsen and Simone Gustafson. We design interchangeable underwear, which gives our bras a unique feature to mix and match styles and colors. 


",Apparel & Fashion,1-10 employees,2022-02-24T22:23:25.041Z,False
36,10226871,MenWith,"about
at menwith_ do we inspire men dedicated to lifestyle and fashion through instagram. we post inspirational material daily to over +10 million followers all over the world. we reach over 230 million views per month and are growing every month since we started in 2012.  

@menwithclass and @menwithstreetstyle are the two biggest accounts.  

the followers are 75% men, mainly 18-35 years who have a great interest in lifestyle and fashion, they are the next generation trend setters and early adopters.",Marketing and Advertising,1-10 employees,2022-02-24T22:23:25.041Z,False
37,10668068,bbhugme,"The bbhugme Pregnancy Pillow was created for a single reason: to help make mums and babies happier by keeping them more comfortable. 

We do this through a simple but powerful idea: a pillow that helps mother and baby sit, lie and sleep comfortably throughout pregnancy and early childhood. The company is built on our Scandinavian values and medical professional experience from chiropractors.
bbhugme was created by three chiropractors from Norway, Hilde, Ann Kristin and Elisabeth, who shared a deep interest in caring for pregnant women, moms and babies. They saw many teary, sleep-deprived women who were suffering from pelvic and back pain before, during and after pregnancy. The three realized that the women needed even more support and care – a long-lasting, take-home solution that could support them beyond the care they got at the clinics. This was the origin of the bbhugme pillow.

A better pillow
The three chiropractors worked with designers to develop a unique pillow that mothers could properly count on for support. The pillow evolved from focusing on the details that matters. The optimal shape, filled with a specific type of mircobeads, gives provides sturdy, but flexible support for every body type. 

After the launch in 2013, bbhugme has won several awards in Norway and UK.
 
Customer Service: ✉️ hello@bbhugme.com
Sales & Promotions: ✉️ kine.nilsen@bbhugme.com
Marketing: ✉️ acblix@bbhugme.com",Retail,11-50 employees,2022-02-24T22:23:25.041Z,True
38,2773706,RAMSIGN LIMITED,"Ramsign offers authentically designed, hand-stenciled enamel signs featuring original design, and a thick and glossy enamel. All our enamel signs including house numbers, name plates, address plaques, are backed with a lifetime warranty and a money back guarantee.

All our signs are manufactured with genuine glass enamel and stenciling technique, which is the original manufacturing method. Production takes place exclusively by hand.

The hand-made stenciling, and the fat, glossy enamel, are important characteristics, and the very soul of the traditionally produced enamel signs from us. 

Our personalized enamel signs are designed for individuals who want to decorate their homes, businesses that value a unique identity, and anybody who shapes the way we experience public spaces. For more information visit us at https://ramsign.com",Arts and Crafts,1-10 employees,2022-02-24T22:23:25.041Z,False
39,1722909,Foreningen Norden,Foreningen Norden er en partipolitisk uavhengig medlemsforening som arbeider for å styrke og utvikle et folkelig nordisk samarbeid for alle som bor i Norden.,Political Organization,1-10 employees,2022-02-24T22:23:25.041Z,False
40,22443792,InterControl Oy,"We keep you driving! InterControl is a Nordic specialist of cleaner traffic. We offer Charging Solution for EVs, AC-chargers and DC-chargers (High Power and Fast Chargers) and busbars for professionals.",Electrical/Electronic Manufacturing,1-10 employees,2022-02-24T22:23:25.041Z,False
41,25004583,Enkla Kassen,Our goal at Enkla Kassen is to make it effortless for people to reduce their climate impact from food. We offer our customers an affordable plant-based meal service that makes daily food habits hassle-free.,Food & Beverages,1-10 employees,2022-02-24T22:23:25.041Z,False
42,3717253,Alexis,"Historien har sin början 1984 som exklusiv butik för herrar med kläder av högsta rang. Idag handplockar vi kläder & skor i världsklass för både damer & herrar.

Dondup, Philippe Model, Grifoni, Aglini, Massimo Alba, ASH, Lardini, MOMA, Hetrego, Doucals mfl, oavsett om det är jeans, sneakers, chinos, skjortor, tröjor, blusar, skor, klänningar, kostymer, kavajer, slipsar, strumpor, underkläder eller högklackat. 
Vi har det bästa från de mest intressanta varumärkena för kvinnor, herrar, tjejer och killar och du kan alltid ha högsta krav på oss och våra varor. 

ALEXIS vision är enkel - att erbjuda italienska internationella varumärken för damer och herrar som vill ha de bästa kläderna och personlig service.

Oavsett om det är nya jeans, en vacker blus en ny kostym i full canvas som du behöver, så finns vi här för att hjälpa dig.
Hela sortimentet tas ut för hand där vi väljer det bästa från de bästa leverantörerna.

// Nenne Ella Björklund & Johan Arne Berglind.",Apparel & Fashion,1-10 employees,2022-02-24T22:23:25.041Z,False
43,2840139,Uniforms for the Dedicated,"We took our first staggering steps back in 2007; a group of friends dedicated to learning as we travelled along the great bumpy road of trial and error. The journey had only just begun.

Today we’re driven by an ambition to create a product and a brand sustainable over time. We aim to achieve this through a firm focus on quality, with inspiration taken from the dynamics generated within our creative umbrella. Combining playful design with environmental awareness, our products and projects encompass the fields of clothing, furniture, music and film.",Textiles,1-10 employees,2022-02-24T22:23:28.510Z,True
44,17925718,grums,"Based in Aarhus, Denmark. We make natural cosmetics with coffee grounds.",Cosmetics,1-10 employees,2022-02-24T22:23:28.510Z,True
45,10348771,Animus Home,"What started in 2014 as a concept from a tech company in southern Sweden is now a new start-up revolutionizing the smart home industry. The smart home solution is developed by the three founders and brothers. 
Animus Home connects all smart devices in a home and gives the user a freedom to make their smart home what they want it to be. Be a user who only wants things to work without much effort or become a developer for it.",Consumer Electronics,1-10 employees,2022-02-24T22:23:28.510Z,False
